codigo_antiguo;codigo_nuevo;codigo_madre;codigo_madre2;codigo_region;region;seremi;perteneciente;TipoEstablecimiento;dependencia;nivel;nombre;codigo_comuna;nombre_comuna;Fecha Vigencia (Desde);codigo_ss_region
29-412;129412;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural La Batalla;09202;Collipulli;01-01-2009;29
29-413;129413;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Amargo;09202;Collipulli;01-01-2009;29
29-414;129414;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Niblinto;09202;Collipulli;01-01-2009;29
29-415;129415;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chequenco;09204;Ercilla;01-01-2009;29
29-416;129416;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Aniñir;09210;Traiguén;01-01-2009;29
29-417;129417;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Molco;09210;Traiguén;01-01-2009;29
29-418;129418;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Quechereguas;09210;Traiguén;01-01-2009;29
29-419;129419;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Santa Rosa (Los Sauces );09206;Los Sauces;01-01-2009;29
29-420;129420;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Temulemu;09210;Traiguén;01-01-2009;29
29-421;129421;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Quilquén;09210;Traiguén;01-01-2009;29
29-423;129423;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pichipellahuén;09207;Lumaco;01-01-2009;29
29-424;129424;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Curilebu;09207;Lumaco;01-01-2009;29
29-425;129425;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Manzanar ( Lumaco );09207;Lumaco;01-01-2009;29
29-426;129426;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chanco;09207;Lumaco;01-01-2009;29
29-427;129427;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural La Herradura;09207;Lumaco;01-01-2009;29
29-428;129428;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Loncoyán;09208;Purén;01-01-2009;29
29-429;129429;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Selva Oscura;09211;Victoria;01-01-2009;29
29-430;129430;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Púa;09211;Victoria;01-01-2009;29
29-431;129431;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Quino;09211;Victoria;01-01-2009;29
29-432;129432;29-302;129302;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Pailahueque;09204;Ercilla;01-01-2009;29
29-433;129433;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Rosario;09211;Victoria;01-01-2009;29
29-434;129434;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Cullinco;09211;Victoria;01-01-2009;29
29-435;129435;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural California;09211;Victoria;01-01-2009;29
29-436;129436;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Reducción Pailahueque;09211;Victoria;01-01-2009;29
29-437;129437;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Huitranlebu;09208;Purén;01-01-2009;29
29-438;129438;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chacaico;09204;Ercilla;01-01-2009;29
29-439;129439;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Tricauco;09204;Ercilla;01-01-2009;29
29-440;129440;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Temocuicui;09204;Ercilla;01-01-2009;29
29-441;129441;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Malalcahuello;09203;Curacautín;01-01-2009;29
29-442;129442;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Río Blanco (Curacautín);09203;Curacautín;01-01-2009;29
29-443;129443;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural La Tepa;09203;Curacautín;01-01-2009;29
29-444;129444;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Santa Ana;09203;Curacautín;01-01-2009;29
29-445;129445;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Radalco;09203;Curacautín;01-01-2009;29
29-446;129446;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Rariruca;09203;Curacautín;01-01-2009;29
29-447;129447;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Manzanar ( Curacautín );09203;Curacautín;01-01-2009;29
29-448;129448;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Contraco;09205;Lonquimay;01-01-2009;29
29-449;129449;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Lolén;09205;Lonquimay;01-01-2009;29
29-450;129450;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Sierra Nevada;09205;Lonquimay;01-01-2009;29
29-451;129451;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Icalma;09205;Lonquimay;01-01-2009;29
29-452;129452;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Liucura (Lonquimay);09205;Lonquimay;01-01-2009;29
29-453;129453;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pedregoso (Lonquimay);09205;Lonquimay;01-01-2009;29
29-454;129454;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pichipehuenco;09205;Lonquimay;01-01-2009;29
29-455;129455;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Troyo;09205;Lonquimay;01-01-2009;29
29-456;129456;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Ranquil;09205;Lonquimay;01-01-2009;29
29-585;129585;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pivadenco;09206;Los Sauces;01-01-2009;29
29-586;129586;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Didaico;09210;Traiguén;01-01-2009;29
29-587;129587;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Encinar;09202;Collipulli;01-01-2009;29
29-588;129588;;;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Santa Julia;09203;Curacautín;01-01-2009;29
29-703;129703;29-304;129304;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Consultorio Alemania de Angol;09201;Angol;01-01-2009;29
29-705;129705;29-105;129105;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Capitán Pastene;09207;Lumaco;01-01-2009;29
29-718;129718;29-318;129318;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Cons. Victoria;09211;Victoria;01-01-2009;29
29-803;129803;29-303;129303;9;De La Araucanía;Servicio de Salud Araucanía Norte;Perteneciente;;Municipal;Primario;SAR Alemania;09201;Angol;01-01-2009;29
33-010;133010;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Dirección Servicio de Salud;Servicio de Salud;No Aplica;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Chiloé);10201;Castro;01-01-2009;33
33-011;133011;33-010;133010;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;;Servicio de Salud;No Aplica;PRAIS (S.S Chiloé);10201;Castro;01-01-2009;33
33-012;133012;33-010;133010;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Clínica Dental Móvil;Servicio de Salud;Primario;Clínica Dental Móvil Triple. Pat. BKYS90 (Castro);10201;Castro;01-01-2009;33
33-150;133150;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Establecimiento Alta Complejidad;Servicio de Salud;Terciario;Hospital de Castro;10201;Castro;01-01-2009;33
33-155;133155;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Establecimiento Mediana Complejidad;Servicio de Salud;Terciario;Hospital de Ancud;10202;Ancud;01-01-2009;33
33-160;133160;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital Comunitario de Achao;10210;Quinchao;01-01-2009;33
33-165;133165;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital de Quellón;10208;Quellón;01-01-2009;33
33-170;133170;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Establecimiento Baja Complejidad;Servicio de Salud;Terciario;Hospital Comunitario de Queilén;10207;Queilén;01-01-2009;33
33-175;133175;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Consultorio General Urbano;Otra Institución;Primario;Buque Cirujano Videla;10201;Castro;01-01-2009;33
33-200;133200;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Vacunatorio;Privado;No Aplica;Vacunatorio Rosalía Muñoz;10202;Ancud;01-01-2009;10
33-201;133201;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Privado;No Aplica;Centro Médico Austral;10201;Castro;01-01-2009;10
33-203;133203;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico de la AChS Quellón;10208;Quellón;01-01-2009;10
33-204;133204;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico de la AChS Ancud;10202;Ancud;01-01-2009;10
33-205;133205;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico y Hematológico Ancud;10202;Ancud;11-11-2003;10
33-206;133206;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Biolab Ltda;10208;Quellón;01-01-2009;10
33-278;133278;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico de la AChS Castro;10201;Castro;01-01-2009;10
33-279;133279;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro Médico y Dental;Privado;No Aplica;Centro Médico y Dental La Araucana Castro;10201;Castro;01-01-2009;10
33-280;133280;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro Médico y Dental;Privado;No Aplica;Centro Médico y Dental La Araucana Ancud;10201;Castro;01-01-2009;10
33-281;133281;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico Instituto de Seguridad del Trabajo de Ancud;10202;Ancud;01-01-2009;10
33-282;133282;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Centro de Salud;Privado;No Aplica;Policlínico Instituto de Seguridad del Trabajo de Castro;10201;Castro;01-01-2009;10
33-283;133283;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico y Hematológico Biolab;10201;Castro;01-01-2009;10
33-284;133284;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Austral;10201;Castro;01-01-2009;10
33-285;133285;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico y Hematológico Biolab Ltda. ECOSUR;10201;Castro;01-01-2009;10
33-286;133286;;;10;De Los Lagos;SEREMI De Los Lagos;No Perteneciente;Laboratorio Clínico o Dental;Privado;No Aplica;Laboratorio Clínico Chiloé;10201;Castro;01-01-2009;10
33-325;133325;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Pudeto Bajo;10202;Ancud;01-01-2009;33
33-340;133340;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Quemchi;10209;Quemchi;25-05-2015;33
33-345;133345;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Chonchi;10203;Chonchi;01-01-2009;33
33-350;133350;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Dalcahue;10205;Dalcahue;01-01-2009;33
33-355;133355;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Puqueldón;10206;Puqueldón;01-01-2009;33
33-360;133360;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Consultorio General Rural;Municipal;Primario;Centro de Salud Familiar Curaco de Vélez;10204;Curaco de Vélez;01-01-2009;33
33-375;133375;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Dr. René Tapia Salgado;10201;Castro;01-01-2009;33
33-390;133390;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Dr. Manuel Ferreira Guzman;10202;Ancud;01-01-2009;33
33-396;133396;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Consultorio General Urbano;Municipal;Primario;Centro de Salud Familiar Quellón;10208;Quellón;01-01-2009;33
33-466;133466;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Curahue;10201;Castro;01-01-2009;33
33-467;133467;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Puyán;10201;Castro;01-01-2009;33
33-468;133468;33-375;133375;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Rilán;10201;Castro;01-01-2009;33
33-469;133469;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Quehui;10201;Castro;01-01-2009;33
33-470;133470;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chelín;10201;Castro;01-01-2009;33
33-471;133471;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Yutuy;10201;Castro;01-01-2009;33
33-472;133472;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Mocopulli;10205;Dalcahue;01-01-2009;33
33-473;133473;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Quetalco;10205;Dalcahue;01-01-2009;33
33-474;133474;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Calén;10205;Dalcahue;01-01-2009;33
33-475;133475;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Aldachildo;10206;Puqueldón;01-01-2009;33
33-476;133476;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Ichuac;10206;Puqueldón;01-01-2009;33
33-477;133477;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Detif;10206;Puqueldón;01-01-2009;33
33-478;133478;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Liucura (Puqueldón);10206;Puqueldón;01-01-2009;33
33-480;133480;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Terao;10203;Chonchi;01-01-2009;33
33-482;133482;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chanquín;10203;Chonchi;01-01-2009;33
33-483;133483;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Petanes Bajos;10203;Chonchi;01-01-2009;33
33-484;133484;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Rauco;10203;Chonchi;01-01-2009;33
33-485;133485;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Linao;10202;Ancud;01-01-2009;33
33-486;133486;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Chacao;10202;Ancud;01-01-2009;33
33-487;133487;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Quetalmahue;10202;Ancud;01-01-2009;33
33-488;133488;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Nal;10202;Ancud;01-01-2009;33
33-489;133489;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Manao;10202;Ancud;01-01-2009;33
33-490;133490;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Guabún;10202;Ancud;01-01-2009;33
33-492;133492;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Lliuco (Quemchi);10209;Quemchi;01-01-2009;33
33-493;133493;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Morrolobos;10209;Quemchi;01-01-1985;33
33-494;133494;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Quinterquén;10209;Quemchi;01-01-1985;33
33-495;133495;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Montemar;10209;Quemchi;01-01-2009;33
33-496;133496;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Tenaún;10205;Dalcahue;01-01-2009;33
33-497;133497;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Quicaví;10209;Quemchi;01-01-2009;33
33-498;133498;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Agoni Alto;10207;Queilén;01-01-2009;33
33-499;133499;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Alqui;10207;Queilén;01-01-2009;33
33-500;133500;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Apeche;10207;Queilén;01-01-2009;33
33-501;133501;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pío - Pío;10207;Queilén;01-01-2009;33
33-502;133502;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Nepúe;10207;Queilén;01-01-2009;33
33-503;133503;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Quinchao;10210;Quinchao;01-01-2009;33
33-504;133504;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Isla Lin-Lin;10210;Quinchao;01-01-2009;33
33-505;133505;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Isla Llingua;10210;Quinchao;01-01-2009;33
33-506;133506;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;;Municipal;Primario;Centro Comunitario de Salud Familiar Isla Meulín;10210;Quinchao;01-01-2009;33
33-507;133507;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Isla Quenac;10210;Quinchao;01-01-2009;33
33-509;133509;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Isla Cahuach;10210;Quinchao;01-01-2009;33
33-510;133510;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Isla Alao;10210;Quinchao;01-01-2009;33
33-511;133511;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Capilla Antigüa;10210;Quinchao;01-01-2009;33
33-512;133512;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Huyar Alto;10204;Curaco de Vélez;01-01-2009;33
33-513;133513;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Palqui;10204;Curaco de Vélez;01-01-2009;33
33-514;133514;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Mechuque;10209;Quemchi;01-01-2009;33
33-515;133515;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Tac;10209;Quemchi;01-01-2009;33
33-517;133517;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Voigue;10209;Quemchi;01-01-2009;33
33-522;133522;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Curanue;10208;Quellón;01-01-2009;33
33-523;133523;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Candelaria (Quellón);10208;Quellón;01-01-2009;33
33-524;133524;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Compu;10208;Quellón;01-01-2009;33
33-525;133525;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural San Juan de Chadmo;10208;Quellón;01-01-2009;33
33-526;133526;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pelu;10208;Quellón;01-01-2009;33
33-527;133527;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Punta Liles o Laitec;10208;Quellón;01-01-2009;33
33-528;133528;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Punta Paula o Coldita;10208;Quellón;01-01-2009;33
33-529;133529;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Piedras Blancas;10208;Quellón;01-01-2009;33
33-534;133534;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural de CONTUY;10207;Queilén;01-01-2009;33
33-536;133536;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pureo;10207;Queilén;01-01-2009;33
33-538;133538;;;10;De Los Lagos;Servicio de Salud Chiloé;Perteneciente;Posta de Salud Rural;Municipal;Primario;Posta de Salud Rural Pulpito;10203;Chonchi;01-01-2009;33
